,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,0.0,200.0,0.0,31.53080710003141,300.0
00:15,0.0,0.0,200.0,0.0,0.5029840738928613,100.0
00:30,0.0,100.0,0.0,600.0,888.5005849347142,200.0
00:45,0.0,0.0,200.0,0.0,9.115623422625276,0.0
01:00,0.0,0.0,0.0,600.0,677.7174926604523,0.0
01:15,0.0,0.0,0.0,600.0,684.9537803383802,0.0
01:30,0.0,0.0,0.0,600.0,677.6521149425865,0.0
01:45,0.0,0.0,0.0,600.0,625.1545210403166,0.0
02:00,0.0,200.0,0.0,600.0,889.5460208219567,200.0
02:15,0.0,0.0,200.0,600.0,481.97206196528714,0.0
02:30,0.0,0.0,0.0,600.0,624.4856502399886,0.0
02:45,0.0,0.0,0.0,600.0,658.6080701867539,0.0
03:00,0.0,0.0,0.0,600.0,679.517171552926,0.0
03:15,0.0,0.0,0.0,600.0,671.1730729006765,0.0
03:30,0.0,200.0,0.0,600.0,872.4226982616469,200.0
03:45,0.0,200.0,200.0,600.0,649.627878041163,200.0
04:00,0.0,200.0,0.0,600.0,823.6172753388519,400.0
04:15,0.0,200.0,0.0,600.0,881.6241713352329,600.0
04:30,0.0,200.0,0.0,600.0,915.060168485892,800.0
04:45,0.0,200.0,0.0,600.0,836.9848491695852,1000.0
05:00,0.0,0.0,0.0,600.0,621.6441594444401,1000.0
05:15,0.0,0.0,0.0,600.0,629.2087019241234,1000.0
05:30,0.0,0.0,0.0,600.0,685.649687062394,1000.0
05:45,0.0,0.0,0.0,600.0,645.8609791402831,1000.0
06:00,0.0,0.0,0.0,600.0,668.7755761244264,1000.0
06:15,0.0,0.0,0.0,600.0,635.5440855384265,1000.0
06:30,0.0,0.0,0.0,600.0,762.4666894843076,1000.0
06:45,0.0,0.0,0.0,0.0,222.68317521926883,1000.0
07:00,0.0,0.0,0.0,0.0,236.0732668113456,1000.0
07:15,0.0,0.0,0.0,0.0,204.47848340736238,1000.0
07:30,0.0,0.0,0.0,0.0,202.1192177580777,1000.0
07:45,0.0,0.0,0.0,0.0,218.79805246628177,1000.0
08:00,0.0,0.0,0.0,600.0,798.8031648925817,1000.0
08:15,0.0,0.0,0.0,0.0,458.2134153350769,1000.0
08:30,0.0,0.0,0.0,0.0,719.2081052319132,1000.0
08:45,0.0,0.0,200.0,600.0,567.3148292628277,800.0
09:00,488.90496434616955,0.0,200.0,600.0,0.0,600.0
09:15,609.0831986780022,0.0,200.0,600.0,0.0,400.0
09:30,569.9768068805954,0.0,200.0,600.0,0.0,200.0
09:45,667.8934413324027,0.0,200.0,600.0,0.0,0.0
10:00,0.0,0.0,0.0,600.0,740.513153605944,0.0
10:15,0.0,0.0,0.0,0.0,805.8944945223814,0.0
10:30,0.0,0.0,0.0,0.0,593.0096813598982,0.0
10:45,0.0,0.0,0.0,600.0,670.2485368774157,0.0
11:00,0.0,0.0,0.0,600.0,639.6036245349028,0.0
11:15,0.0,0.0,0.0,600.0,588.7247592203922,0.0
11:30,0.0,0.0,0.0,600.0,604.6801600528204,0.0
11:45,0.0,0.0,0.0,600.0,654.1268334543739,0.0
12:00,0.0,200.0,0.0,600.0,781.184489703974,200.0
12:15,0.0,200.0,200.0,600.0,613.7435795808694,200.0
12:30,0.0,0.0,200.0,600.0,506.39115358289564,0.0
12:45,0.0,200.0,0.0,600.0,932.6600410704202,200.0
13:00,0.0,200.0,0.0,600.0,867.16340240642,400.0
13:15,0.0,200.0,0.0,600.0,951.7886429457527,600.0
13:30,0.0,200.0,0.0,0.0,881.8590187727875,800.0
13:45,0.0,200.0,0.0,600.0,981.2835444271838,1000.0
14:00,0.0,0.0,0.0,600.0,685.3803338071198,1000.0
14:15,0.0,0.0,0.0,600.0,729.3292610621188,1000.0
14:30,0.0,0.0,0.0,600.0,608.1932087739852,1000.0
14:45,0.0,0.0,0.0,600.0,603.7596119509316,1000.0
15:00,0.0,0.0,0.0,600.0,788.948073534608,1000.0
15:15,0.0,0.0,0.0,0.0,237.2738719796887,1000.0
15:30,0.0,0.0,0.0,600.0,738.4497452510017,1000.0
15:45,0.0,0.0,0.0,600.0,770.5109682246805,1000.0
16:00,619.9047182646098,0.0,0.0,600.0,0.0,1000.0
16:15,621.6381415767843,0.0,0.0,600.0,0.0,1000.0
16:30,624.5431842750951,0.0,0.0,600.0,0.0,1000.0
16:45,826.8727860249385,0.0,0.0,600.0,0.0,1000.0
17:00,726.4401748627881,0.0,0.0,600.0,0.0,1000.0
17:15,672.7945004001899,0.0,0.0,600.0,0.0,1000.0
17:30,668.9936727568978,0.0,0.0,600.0,0.0,1000.0
17:45,670.0115381776048,0.0,0.0,600.0,0.0,1000.0
18:00,759.4929892811672,0.0,0.0,600.0,0.0,1000.0
18:15,774.4411892993795,0.0,0.0,600.0,0.0,1000.0
18:30,741.2879039596729,0.0,0.0,600.0,0.0,1000.0
18:45,762.609804740635,0.0,200.0,600.0,0.0,800.0
19:00,969.4837802719744,0.0,200.0,600.0,0.0,600.0
19:15,1032.3995501153388,0.0,200.0,600.0,0.0,400.0
