,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,0.0,200.0,600.0,443.7041951337619,300.0
00:15,0.0,0.0,100.0,600.0,530.7139347972862,200.0
00:30,0.0,0.0,0.0,600.0,632.569997252809,200.0
00:45,0.0,0.0,200.0,600.0,482.7558585437231,0.0
01:00,0.0,0.0,0.0,600.0,752.6268802834003,0.0
01:15,0.0,0.0,0.0,600.0,746.7969324905598,0.0
01:30,0.0,0.0,0.0,600.0,629.8016164443042,0.0
01:45,0.0,0.0,0.0,600.0,632.1949776886679,0.0
02:00,0.0,0.0,0.0,600.0,640.3469831694248,0.0
02:15,0.0,0.0,0.0,600.0,714.7310591698067,0.0
02:30,0.0,0.0,0.0,600.0,713.9837333190858,0.0
02:45,0.0,0.0,0.0,600.0,697.2138723023918,0.0
03:00,0.0,200.0,0.0,600.0,883.4922274336661,200.0
03:15,0.0,200.0,0.0,600.0,833.9076344072301,400.0
03:30,0.0,0.0,200.0,600.0,470.47633320761076,200.0
03:45,0.0,200.0,200.0,600.0,726.0208879964889,200.0
04:00,0.0,200.0,0.0,600.0,932.4086380327328,400.0
04:15,0.0,200.0,0.0,600.0,875.7584347801231,600.0
04:30,0.0,200.0,0.0,600.0,842.2674109923348,800.0
04:45,0.0,200.0,0.0,600.0,844.820608159881,1000.0
05:00,0.0,0.0,0.0,600.0,705.7029987029152,1000.0
05:15,0.0,0.0,0.0,600.0,737.3569525805835,1000.0
05:30,0.0,0.0,200.0,600.0,473.0611220644761,800.0
05:45,0.0,200.0,0.0,600.0,841.478004343854,1000.0
06:00,0.0,0.0,0.0,600.0,658.3982315562988,1000.0
06:15,0.0,0.0,0.0,600.0,725.8930989895916,1000.0
06:30,0.0,0.0,200.0,600.0,508.0865499133388,800.0
06:45,0.0,200.0,0.0,600.0,871.2557663972941,1000.0
07:00,0.0,0.0,0.0,0.0,271.4394604519187,1000.0
07:15,0.0,0.0,0.0,600.0,780.6820913879483,1000.0
07:30,0.0,0.0,0.0,0.0,718.1607076846053,1000.0
07:45,0.0,0.0,0.0,0.0,898.3762204230163,1000.0
08:00,0.0,0.0,0.0,0.0,345.3502557512611,1000.0
08:15,0.0,0.0,0.0,600.0,781.132791561914,1000.0
08:30,0.0,0.0,0.0,600.0,678.2623942505193,1000.0
08:45,0.0,0.0,200.0,600.0,465.1054788076917,800.0
09:00,480.4139503379745,0.0,200.0,600.0,0.0,600.0
09:15,452.6915346966324,0.0,200.0,600.0,0.0,400.0
09:30,416.9027894268853,0.0,200.0,600.0,0.0,200.0
09:45,622.9711376215662,0.0,200.0,600.0,0.0,0.0
10:00,0.0,0.0,0.0,600.0,703.7956800799822,0.0
10:15,0.0,200.0,0.0,600.0,887.2660890174787,200.0
10:30,0.0,0.0,200.0,600.0,393.47829581455085,0.0
10:45,0.0,0.0,0.0,600.0,616.4910858809678,0.0
11:00,0.0,0.0,0.0,600.0,722.0132915640652,0.0
11:15,0.0,0.0,0.0,600.0,679.1595670736527,0.0
11:30,0.0,0.0,0.0,600.0,611.7892235072129,0.0
11:45,0.0,0.0,0.0,600.0,675.5397021374845,0.0
12:00,0.0,0.0,0.0,600.0,644.7313322299005,0.0
12:15,0.0,0.0,0.0,600.0,648.30485040985,0.0
12:30,0.0,200.0,0.0,600.0,851.8865015357267,200.0
