,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,0.0,200.0,600.0,496.67410275948623,300.0
00:15,0.0,0.0,200.0,600.0,538.7985817160068,100.0
00:30,0.0,100.0,0.0,0.0,359.45110155132056,200.0
00:45,0.0,0.0,200.0,0.0,81.86979734699042,0.0
01:00,0.0,0.0,0.0,0.0,309.0271296141447,0.0
01:15,0.0,0.0,0.0,0.0,836.2832315906544,0.0
01:30,0.0,0.0,0.0,0.0,271.3549876887557,0.0
01:45,0.0,0.0,0.0,0.0,306.1918809161199,0.0
02:00,0.0,200.0,0.0,600.0,844.3925874291654,200.0
02:15,0.0,0.0,200.0,600.0,482.4736031153059,0.0
02:30,0.0,0.0,0.0,600.0,657.4784870823714,0.0
02:45,0.0,0.0,0.0,600.0,705.0839219496663,0.0
03:00,0.0,0.0,0.0,600.0,684.5518986327803,0.0
03:15,0.0,0.0,0.0,600.0,631.8191864507406,0.0
03:30,0.0,200.0,0.0,600.0,925.0333606952059,200.0
03:45,0.0,200.0,200.0,600.0,748.8545721550587,200.0
04:00,0.0,200.0,0.0,600.0,905.2260251599585,400.0
04:15,0.0,200.0,0.0,600.0,846.0431761041425,600.0
04:30,0.0,200.0,0.0,600.0,862.2542112183351,800.0
04:45,0.0,200.0,0.0,600.0,871.6796223359238,1000.0
05:00,0.0,0.0,0.0,600.0,739.8010109662214,1000.0
05:15,0.0,0.0,0.0,600.0,720.0320366306764,1000.0
05:30,0.0,0.0,0.0,600.0,655.2562202566459,1000.0
05:45,0.0,0.0,0.0,600.0,680.7715368963845,1000.0
06:00,0.0,0.0,0.0,600.0,667.9914150025307,1000.0
06:15,0.0,0.0,0.0,600.0,687.0703495356031,1000.0
06:30,0.0,0.0,0.0,600.0,676.1370582596337,1000.0
06:45,0.0,0.0,0.0,600.0,664.7872424944758,1000.0
07:00,0.0,0.0,0.0,600.0,711.7257473172447,1000.0
07:15,0.0,0.0,0.0,600.0,679.8842955793649,1000.0
07:30,0.0,0.0,0.0,0.0,206.7045176064312,1000.0
07:45,0.0,0.0,0.0,0.0,221.268243339866,1000.0
08:00,0.0,0.0,0.0,0.0,253.62985266829813,1000.0
08:15,0.0,0.0,0.0,0.0,216.20983600621494,1000.0
08:30,0.0,0.0,0.0,600.0,663.5700296267411,1000.0
08:45,0.0,0.0,200.0,600.0,418.0016667202898,800.0
09:00,464.3507145100018,0.0,200.0,600.0,0.0,600.0
09:15,443.6138339591662,0.0,200.0,600.0,0.0,400.0
09:30,408.5513598369531,0.0,200.0,600.0,0.0,200.0
09:45,425.52641666307056,0.0,200.0,600.0,0.0,0.0
10:00,0.0,0.0,0.0,600.0,683.1105300414009,0.0
10:15,0.0,200.0,0.0,600.0,794.2245779980558,200.0
10:30,0.0,200.0,200.0,600.0,551.2373288560757,200.0
10:45,0.0,0.0,200.0,600.0,345.1791298246976,0.0
11:00,0.0,0.0,0.0,600.0,714.4587625864369,0.0
11:15,0.0,0.0,0.0,600.0,640.637862817369,0.0
11:30,0.0,0.0,0.0,600.0,625.8812485108257,0.0
11:45,0.0,0.0,0.0,600.0,622.6254962109762,0.0
12:00,0.0,200.0,0.0,600.0,810.5068676750824,200.0
12:15,0.0,200.0,0.0,600.0,814.7201110480723,400.0
12:30,0.0,0.0,200.0,600.0,459.2207018570987,200.0
12:45,0.0,0.0,0.0,0.0,227.632610413464,200.0
13:00,0.0,200.0,0.0,600.0,914.5631388261015,400.0
13:15,0.0,200.0,0.0,600.0,852.6073608892003,600.0
13:30,0.0,200.0,0.0,600.0,913.277380412815,800.0
13:45,0.0,200.0,0.0,600.0,831.6644087632143,1000.0
14:00,0.0,0.0,0.0,600.0,743.4334703019923,1000.0
14:15,0.0,0.0,0.0,600.0,760.9255446031184,1000.0
14:30,0.0,0.0,0.0,0.0,208.33228855161292,1000.0
14:45,0.0,0.0,0.0,600.0,739.6696016156523,1000.0
15:00,0.0,0.0,0.0,600.0,748.369395419188,1000.0
15:15,0.0,0.0,0.0,0.0,335.893833619235,1000.0
15:30,0.0,0.0,0.0,600.0,784.953237613629,1000.0
15:45,0.0,0.0,0.0,600.0,703.1232657796985,1000.0
16:00,878.1601943033602,0.0,0.0,600.0,0.0,1000.0
16:15,965.8312930175628,0.0,0.0,600.0,0.0,1000.0
16:30,735.7267631105019,0.0,200.0,600.0,0.0,800.0
16:45,867.3462498991082,0.0,200.0,600.0,0.0,600.0
17:00,566.0705699332098,0.0,200.0,600.0,0.0,400.0
17:15,616.5123517805032,0.0,200.0,600.0,0.0,200.0
17:30,600.6502485260288,0.0,200.0,600.0,0.0,0.0
17:45,1054.1898252739059,200.0,0.0,600.0,0.0,200.0
18:00,1200.0,85.76903948526456,0.0,600.0,0.0,285.76903948526456
18:15,700.9556518921988,0.0,200.0,600.0,0.0,85.76903948526456
18:30,1075.1047864347722,200.0,0.0,600.0,0.0,285.76903948526456
18:45,1198.5713189192788,200.0,0.0,600.0,0.0,485.76903948526456
19:00,898.3989748503932,0.0,0.0,600.0,0.0,485.76903948526456
19:15,1200.0,0.0,200.0,600.0,107.1972796869436,285.76903948526456
19:30,1063.8651702509264,0.0,200.0,600.0,0.0,85.76903948526456
19:45,927.6280426211489,0.0,85.76903948526456,600.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,449.6787966635354,0.0
20:15,0.0,0.0,0.0,0.0,405.1475208940687,0.0
20:30,0.0,0.0,0.0,0.0,487.86813321980503,0.0
20:45,0.0,0.0,0.0,0.0,492.89901610467126,0.0
21:00,0.0,0.0,0.0,0.0,407.27042412565925,0.0
21:15,0.0,0.0,0.0,0.0,504.9472620257173,0.0
21:30,0.0,0.0,0.0,0.0,774.0191070828762,0.0
21:45,0.0,0.0,0.0,0.0,1115.4504736804258,0.0
22:00,0.0,200.0,0.0,0.0,458.3811620348243,200.0
22:15,0.0,0.0,200.0,0.0,91.44430723909949,0.0
22:30,0.0,0.0,0.0,0.0,348.26058579476904,0.0
22:45,0.0,0.0,0.0,0.0,286.92334163169426,0.0
23:00,0.0,0.0,0.0,0.0,317.6807875626199,0.0
23:15,0.0,0.0,0.0,0.0,314.06157849541876,0.0
23:30,0.0,200.0,0.0,0.0,529.6531323459037,200.0
23:45,0.0,0.0,200.0,0.0,118.4706437929317,0.0
