,Diesel power consumption,Input to storage,Output from storage,Energy sold,Energy bought,Storage capacity
00:00,0.0,0.0,100.0,600.0,529.8875056941379,400.0
00:15,0.0,0.0,200.0,600.0,429.5279986903728,200.0
00:30,0.0,0.0,0.0,600.0,629.1242829059472,200.0
00:45,0.0,0.0,200.0,600.0,429.1275068014264,0.0
01:00,0.0,0.0,0.0,600.0,629.442977354861,0.0
01:15,0.0,0.0,0.0,600.0,630.25860786823,0.0
01:30,0.0,0.0,0.0,600.0,628.4720606096405,0.0
01:45,0.0,0.0,0.0,600.0,630.5011455325536,0.0
02:00,0.0,0.0,0.0,600.0,650.1724679370276,0.0
02:15,0.0,0.0,0.0,600.0,651.9322893798108,0.0
02:30,0.0,0.0,0.0,600.0,630.3729271273716,0.0
02:45,0.0,0.0,0.0,600.0,630.0920734972601,0.0
03:00,0.0,0.0,0.0,600.0,629.1628558172222,0.0
03:15,0.0,0.0,0.0,600.0,629.47243096124,0.0
03:30,0.0,200.0,0.0,600.0,829.486352586504,200.0
03:45,0.0,200.0,200.0,600.0,629.865773350748,200.0
04:00,0.0,200.0,0.0,600.0,845.9536013035763,400.0
04:15,0.0,200.0,0.0,600.0,850.5315935175595,600.0
04:30,0.0,200.0,0.0,600.0,827.8805794340036,800.0
04:45,0.0,200.0,0.0,600.0,826.7937559295083,1000.0
05:00,0.0,0.0,0.0,600.0,626.0241499991271,1000.0
05:15,0.0,0.0,0.0,600.0,624.047276954104,1000.0
05:30,0.0,0.0,0.0,600.0,620.2612190328232,1000.0
05:45,0.0,0.0,0.0,600.0,617.9599400519103,1000.0
06:00,0.0,0.0,0.0,600.0,605.086684301912,1000.0
06:15,0.0,0.0,0.0,600.0,650.4145013820589,1000.0
06:30,0.0,0.0,0.0,600.0,641.6859358585359,1000.0
06:45,0.0,0.0,0.0,600.0,653.285055875806,1000.0
07:00,0.0,0.0,0.0,600.0,667.1008490501522,1000.0
07:15,0.0,0.0,0.0,600.0,629.301444091027,1000.0
07:30,0.0,0.0,0.0,600.0,662.4067295985182,1000.0
07:45,0.0,0.0,0.0,600.0,679.0647642565692,1000.0
08:00,0.0,0.0,0.0,600.0,667.0099307133161,1000.0
08:15,0.0,0.0,0.0,600.0,716.0132916360508,1000.0
08:30,0.0,0.0,0.0,0.0,380.8793133805255,1000.0
08:45,0.0,0.0,200.0,0.0,540.9622025281615,800.0
09:00,941.3878350321784,0.0,200.0,600.0,0.0,600.0
09:15,1089.8891371843742,0.0,200.0,600.0,0.0,400.0
09:30,420.0871979558817,0.0,200.0,600.0,0.0,200.0
09:45,1063.8706038882701,0.0,200.0,600.0,0.0,0.0
10:00,0.0,0.0,0.0,0.0,691.2275981197201,0.0
10:15,0.0,0.0,0.0,0.0,709.655318604902,0.0
10:30,0.0,0.0,0.0,600.0,592.1104145510419,0.0
10:45,0.0,0.0,0.0,600.0,559.4456011241381,0.0
11:00,0.0,0.0,0.0,0.0,569.0455846346994,0.0
11:15,0.0,0.0,0.0,0.0,395.25012604421704,0.0
11:30,0.0,200.0,0.0,600.0,746.1071458946006,200.0
11:45,0.0,0.0,200.0,600.0,403.782050874466,0.0
12:00,0.0,0.0,0.0,600.0,612.3986810280265,0.0
12:15,0.0,0.0,0.0,600.0,595.6570327644552,0.0
12:30,0.0,0.0,0.0,0.0,474.4459158346597,0.0
12:45,0.0,200.0,0.0,0.0,866.4634956981354,200.0
13:00,0.0,200.0,0.0,600.0,742.3746095860585,400.0
13:15,0.0,200.0,0.0,600.0,737.8069433847143,600.0
13:30,0.0,200.0,0.0,600.0,735.9104773020946,800.0
13:45,0.0,200.0,0.0,600.0,744.8096441882077,1000.0
14:00,0.0,0.0,0.0,600.0,723.0114100268825,1000.0
14:15,0.0,0.0,0.0,600.0,602.2941082107269,1000.0
14:30,0.0,0.0,0.0,600.0,607.4217962605089,1000.0
14:45,0.0,0.0,0.0,600.0,584.546007143972,1000.0
15:00,0.0,0.0,0.0,600.0,609.3742481734029,1000.0
15:15,0.0,0.0,0.0,600.0,622.9866432849908,1000.0
15:30,0.0,0.0,0.0,600.0,576.0166506546724,1000.0
15:45,0.0,0.0,0.0,0.0,420.8170805067213,1000.0
16:00,1142.7561281950407,0.0,0.0,600.0,0.0,1000.0
16:15,635.4561978490981,0.0,0.0,600.0,0.0,1000.0
16:30,711.5194808817121,0.0,0.0,600.0,0.0,1000.0
16:45,512.4826458131498,0.0,200.0,600.0,0.0,800.0
17:00,1054.5772230393964,0.0,200.0,600.0,0.0,600.0
17:15,1141.185199121081,0.0,180.61824451403572,600.0,0.0,419.3817554859643
17:30,1200.0,0.0,200.0,600.0,91.1196734838818,219.38175548596428
17:45,1189.8821484676323,200.0,0.0,600.0,0.0,419.3817554859643
18:00,999.1948004328553,200.0,0.0,600.0,0.0,619.3817554859643
18:15,998.2559551774368,200.0,0.0,600.0,0.0,819.3817554859643
18:30,1200.0,180.61824451403572,0.0,600.0,0.0,1000.0
18:45,1021.0193294919438,0.0,200.0,600.0,0.0,800.0
19:00,1093.7199813359232,0.0,200.0,600.0,0.0,600.0
19:15,1200.0,0.0,200.0,0.0,3.84494872218238,400.0
19:30,1179.2209008840882,0.0,200.0,600.0,0.0,200.0
19:45,880.4462882021949,0.0,200.0,600.0,0.0,0.0
20:00,0.0,0.0,0.0,600.0,937.0826318201694,0.0
20:15,0.0,0.0,0.0,0.0,464.0040182551815,0.0
20:30,0.0,200.0,0.0,0.0,928.5289559822808,200.0
20:45,0.0,0.0,200.0,600.0,676.849847974182,0.0
21:00,0.0,0.0,0.0,0.0,320.1305207494941,0.0
21:15,0.0,0.0,0.0,0.0,450.0348209299821,0.0
21:30,0.0,0.0,0.0,0.0,391.0184031896782,0.0
21:45,0.0,0.0,0.0,0.0,261.6391025350308,0.0
22:00,0.0,0.0,0.0,600.0,793.9003977935666,0.0
22:15,0.0,0.0,0.0,600.0,775.7676489634171,0.0
22:30,0.0,0.0,0.0,600.0,629.2531567654219,0.0
22:45,0.0,0.0,0.0,600.0,650.5923460658216,0.0
23:00,0.0,200.0,0.0,600.0,845.0503211124019,200.0
23:15,0.0,0.0,200.0,600.0,429.9931498501925,0.0
23:30,0.0,0.0,0.0,600.0,630.028489760715,0.0
23:45,0.0,0.0,0.0,600.0,662.6982027292842,0.0
